Opened Programs,Frame Number,Eye Aspect Ratio,Mouth Aspect Ratio,Head Tilt Degree,Eye Pupil,Cluster
46,1913,0.3462611721763408,0.718089196752955,0.5126310757336786,0,0
46,1914,0.3662061736615495,0.7223824592576079,0.5118307900468111,,0
46,1915,0.331889147699497,0.7334662440857326,0.514668185143444,,0
46,1916,0.367215419579802,0.6990154996803664,0.5137313638713367,,0
46,1917,0.2392851485761948,0.7153719302572412,0.5084828084058178,,0
46,1918,0.2541338851689441,0.7215890373347034,0.5127737938780699,,0
46,1919,0.3331498751964329,0.7049840228032066,0.5152160207611715,0.6516544117647058,0
46,1919,0.3331498751964329,0.7049840228032066,0.5152160207611715,0.6516544117647058,0
46,1919,0.3331498751964329,0.7049840228032066,0.5152160207611715,0.6516544117647058,0
